	0-000014080
少爷赶快去请小姐是	005115043-005119714	[["少爷", ["[shao4 ye5] son of the boss / young master of the house / your son (honorary)"]], ["赶快", ["[gan3 kuai4] at once / immediately"]], ["去", ["[qu4] to go / to go to (a place) / to cause to go or send (sb) / to remove / to get rid of / (when used either before or after a verb) to go in order to do sth / to be apart from in space or time / (after a verb of motion indicates movement away from the speaker) / (used after certain verbs to indicate detachment or separation) / (of a time or an event etc) just passed or elapsed"]], ["请", ["[qing3] to ask / to invite / please (do sth) / to treat (to a meal etc) / to request"]], ["小姐", ["[xiao3 jie5] young lady / miss / (slang) prostitute / CL:個|个[ge4],位[wei4]"]], ["是", ["[shi4] is / are / am / yes / to be"]], ["----------", ["Definitions for words above consisting of more than one character:"]], ["少", ["[shao3] few / little / lack", "[shao4] young"]], ["爷", ["[ye2] grandpa / old gentleman"]], ["赶", ["[gan3] to catch up / to overtake / to hurry / to rush / to drive away"]], ["快", ["[kuai4] rapid / quick / speed / rate / soon / almost / to make haste / clever / sharp (of knives or wits) / forthright / plain-spoken / gratified / pleased / pleasant"]], ["小", ["[xiao3] small / tiny / few / young"]], ["姐", ["[jie3] older sister"]]]
少爷赶快去请小姐是	005119714-005148042	[["少爷", ["[shao4 ye5] son of the boss / young master of the house / your son (honorary)"]], ["赶快", ["[gan3 kuai4] at once / immediately"]], ["去", ["[qu4] to go / to go to (a place) / to cause to go or send (sb) / to remove / to get rid of / (when used either before or after a verb) to go in order to do sth / to be apart from in space or time / (after a verb of motion indicates movement away from the speaker) / (used after certain verbs to indicate detachment or separation) / (of a time or an event etc) just passed or elapsed"]], ["请", ["[qing3] to ask / to invite / please (do sth) / to treat (to a meal etc) / to request"]], ["小姐", ["[xiao3 jie5] young lady / miss / (slang) prostitute / CL:個|个[ge4],位[wei4]"]], ["是", ["[shi4] is / are / am / yes / to be"]], ["----------", ["Definitions for words above consisting of more than one character:"]], ["少", ["[shao3] few / little / lack", "[shao4] young"]], ["爷", ["[ye2] grandpa / old gentleman"]], ["赶", ["[gan3] to catch up / to overtake / to hurry / to rush / to drive away"]], ["快", ["[kuai4] rapid / quick / speed / rate / soon / almost / to make haste / clever / sharp (of knives or wits) / forthright / plain-spoken / gratified / pleased / pleasant"]], ["小", ["[xiao3] small / tiny / few / young"]], ["姐", ["[jie3] older sister"]]]
哥哥	005148042-005152580	[["哥哥", ["[ge1 ge5] older brother / CL:個|个[ge4],位[wei4]"]], ["----------", ["Definitions for words above consisting of more than one character:"]], ["哥", ["[ge1] elder brother"]]]
哥哥	005152580-005157051	[["哥哥", ["[ge1 ge5] older brother / CL:個|个[ge4],位[wei4]"]], ["----------", ["Definitions for words above consisting of more than one character:"]], ["哥", ["[ge1] elder brother"]]]
他7	005157051-005162123	[["他", ["[ta1] he or him / (used for either sex when the sex is unknown or unimportant) / (used before sb's name for emphasis) / (used as a meaningless mock object) / other / another"]], ["----------", ["Definitions for words above consisting of more than one character:"]]]
嫂子，哥哥怎么了	005162123-005164526	[["嫂子", ["[sao3 zi5] (informal) older brother's wife / sister-in-law / CL:個|个[ge4]"]], ["哥哥", ["[ge1 ge5] older brother / CL:個|个[ge4],位[wei4]"]], ["怎么了", ["[zen3 me5 le5] What's up? / What's going on? / What happened?", "[zen3 me5 le5] variant of 怎麼了|怎么了[zen3 me5 le5]"]], ["----------", ["Definitions for words above consisting of more than one character:"]], ["嫂", ["[sao3] older brother's wife / sister-in-law"]], ["子", ["[zi3] son / child / seed / egg / small thing / 1st earthly branch: 11 p.m.-1 a.m., midnight, 11th solar month (7th December to 5th January), year of the Rat / Viscount, fourth of five orders of nobility 五等爵位[wu3 deng3 jue2 wei4]", "[zi5] (noun suffix)"]], ["哥", ["[ge1] elder brother"]], ["怎", ["[zen3] how"]], ["么", ["[Yao1] surname Yao", "[yao1] youngest / most junior / tiny / one (unambiguous spoken form when spelling out numbers, esp. on telephone or in military) / one or ace on dice or dominoes / variant of 吆, to shout", "[ma2] exclamatory final particle", "[ma5] interrogative final particle", "[me5] suffix, used to form interrogative 甚麼|什么, what?, indefinite 這麼|这么 thus etc"]], ["了", ["[le5] (modal particle intensifying preceding clause) / (completed action marker)", "[liao3] to finish / to achieve / to understand", "[liao3] (of eyes) bright / clear-sighted / to understand clearly"]]]
好好的一个人，他怎么会变成这样呢	005164526-005167862	[["好好", ["[hao3 hao3] well / carefully / nicely / properly"]], ["的", ["[de5] of / ~'s (possessive particle) / (used after an attribute) / (used to form a nominal expression) / (used at the end of a declarative sentence for emphasis)", "[di2] really and truly", "[di4] aim / clear"]], ["一个人", ["[yi1 ge4 ren2] alone"]], ["他", ["[ta1] he or him / (used for either sex when the sex is unknown or unimportant) / (used before sb's name for emphasis) / (used as a meaningless mock object) / other / another"]], ["怎么", ["[zen3 me5] how? / what? / why?", "[zen3 me5] variant of 怎麼|怎么[zen3 me5]"]], ["会变", ["[hui4 bian4] variable"]], ["成", ["[Cheng2] surname Cheng", "[cheng2] to succeed / to finish / to complete / to accomplish / to become / to turn into / to be all right / OK! / one tenth"]], ["这样", ["[zhe4 yang4] this kind of / so / this way / like this / such"]], ["呢", ["[ne5] particle indicating that a previously asked question is to be applied to the preceding word (\"What about ...?\", \"And ...?\") / particle for inquiring about location (\"Where is ...?\") / particle signaling a pause, to emphasize the preceding words and allow the listener time to take them on board (\"ok?\", \"are you with me?\") / (at the end of a declarative sentence) particle indicating continuation of a state or action / particle indicating strong affirmation", "[ni1] this (Cantonese) / see also 哩[li1]", "[ni2] woolen material"]], ["----------", ["Definitions for words above consisting of more than one character:"]], ["好", ["[hao3] good / well / proper / good to / easy to / very / so / (suffix indicating completion or readiness) / to be in love (e.g. 学姐，你跟他好了，就不怕代沟么？)", "[hao4] to be fond of / to have a tendency to / to be prone to"]], ["一", ["[yi1] one / 1 / single / a (article) / as soon as / entire / whole / all / throughout / \"one\" radical in Chinese characters (Kangxi radical 1)"]], ["个", ["[ge4] individual / this / that / size / classifier for people or objects in general", "[ge4] variant of 個|个[ge4]"]], ["人", ["[ren2] man / person / people / CL:個|个[ge4],位[wei4]"]], ["怎", ["[zen3] how"]], ["么", ["[Yao1] surname Yao", "[yao1] youngest / most junior / tiny / one (unambiguous spoken form when spelling out numbers, esp. on telephone or in military) / one or ace on dice or dominoes / variant of 吆, to shout", "[ma2] exclamatory final particle", "[ma5] interrogative final particle", "[me5] suffix, used to form interrogative 甚麼|什么, what?, indefinite 這麼|这么 thus etc"]], ["会", ["[hui4] can / be possible / be able to / will / be likely to / be sure to / to assemble / to meet / to gather / to see / union / group / association / CL:個|个[ge4] / a moment (Taiwan pr. for this sense is [hui3])", "[kuai4] to balance an account / accountancy / accounting"]], ["变", ["[bian4] to change / to become different / to transform / to vary / rebellion"]], ["这", ["[zhe4] this / these / (commonly pr. [zhei4] before a classifier, esp. in Beijing)"]], ["样", ["[yang4] manner / pattern / way / appearance / shape / CL:個|个[ge4]"]]]
你一天到晚和他在一块	005167862-005169697	[["你", ["[ni3] you (informal, as opposed to courteous 您[nin2])"]], ["一天到晚", ["[yi1 tian1 dao4 wan3] all day long / the whole day"]], ["和", ["[He2] surname He / Japanese (food, clothes etc)", "[he2] and / together with / with / sum / union / peace / harmony / Taiwan pr. [han4] when it means \"and\"", "[he4] cap (a poem) / to respond in singing", "[hu2] to complete a set in mahjong or playing cards", "[huo2] soft / warm", "[huo4] to mix together / to blend"]], ["他", ["[ta1] he or him / (used for either sex when the sex is unknown or unimportant) / (used before sb's name for emphasis) / (used as a meaningless mock object) / other / another"]], ["在", ["[zai4] (located) at / (to be) in / to exist / in the middle of doing sth / (indicating an action in progress)"]], ["一块", ["[yi1 kuai4] one block / one piece / one (unit of money) / together / in the same place / in company"]], ["----------", ["Definitions for words above consisting of more than one character:"]], ["一", ["[yi1] one / 1 / single / a (article) / as soon as / entire / whole / all / throughout / \"one\" radical in Chinese characters (Kangxi radical 1)"]], ["天", ["[tian1] day / sky / heaven"]], ["到", ["[dao4] to (a place) / until (a time) / up to / to go / to arrive"]], ["晚", ["[wan3] evening / night / late"]], ["块", ["[kuai4] lump (of earth) / chunk / piece / classifier for pieces of cloth, cake, soap etc / colloquial word for yuan (or other unit of currency such as Hong Kong or US dollar etc), usually as 塊錢|块钱"]]]
你总应该知道的	005169697-005171699	[["你", ["[ni3] you (informal, as opposed to courteous 您[nin2])"]], ["总", ["[zong3] always / to assemble / gather / total / overall / head / chief / general / in every case"]], ["应该", ["[ying1 gai1] ought to / should / must"]], ["知道", ["[zhi1 dao4] to know / to be aware of / also pron. [zhi1 dao5]"]], ["的", ["[de5] of / ~'s (possessive particle) / (used after an attribute) / (used to form a nominal expression) / (used at the end of a declarative sentence for emphasis)", "[di2] really and truly", "[di4] aim / clear"]], ["----------", ["Definitions for words above consisting of more than one character:"]], ["应", ["[Ying4] surname Ying", "[ying1] to agree (to do sth) / should / ought to", "[ying4] to answer / to respond / to comply with / to deal or cope with"]], ["该", ["[gai1] should / ought to / probably / must be / to deserve / to owe / to be sb's turn to do sth / that / the above-mentioned"]], ["知", ["[zhi1] to know / to be aware"]], ["道", ["[dao4] direction / way / road / path / principle / truth / morality / reason / skill / method / Dao (of Daoism) / to say / to speak / to talk / classifier for long thin stretches, rivers, roads etc / province (of Korea do 도, and formerly Japan dō) / CL:條|条[tiao2],股[gu3]"]]]
他是什么病	005171699-005172734	[["他", ["[ta1] he or him / (used for either sex when the sex is unknown or unimportant) / (used before sb's name for emphasis) / (used as a meaningless mock object) / other / another"]], ["是", ["[shi4] is / are / am / yes / to be"]], ["什么", ["[shen2 me5] what? / who? / something / anything"]], ["病", ["[bing4] illness / CL:場|场[chang2] / disease / to fall ill / defect"]], ["----------", ["Definitions for words above consisting of more than one character:"]], ["什", ["[shi2] ten (used in fractions, writing checks etc) / assorted / miscellaneous", "[shen2] what"]], ["么", ["[Yao1] surname Yao", "[yao1] youngest / most junior / tiny / one (unambiguous spoken form when spelling out numbers, esp. on telephone or in military) / one or ace on dice or dominoes / variant of 吆, to shout", "[ma2] exclamatory final particle", "[ma5] interrogative final particle", "[me5] suffix, used to form interrogative 甚麼|什么, what?, indefinite 這麼|这么 thus etc"]]]
你告诉我，你告诉我呀	005172734-005177038	[["你", ["[ni3] you (informal, as opposed to courteous 您[nin2])"]], ["告诉", ["[gao4 su5] to tell / to inform / to let know"]], ["我", ["[wo3] I / me / my"]], ["你", ["[ni3] you (informal, as opposed to courteous 您[nin2])"]], ["告诉", ["[gao4 su5] to tell / to inform / to let know"]], ["我", ["[wo3] I / me / my"]], ["呀", ["[ya5] (particle equivalent to 啊 after a vowel, expressing surprise or doubt)"]], ["----------", ["Definitions for words above consisting of more than one character:"]], ["告", ["[gao4] to tell / to inform / to say"]], ["诉", ["[su4] to complain / to sue / to tell"]]]
